拠点ID,区市町村,名称,所在地,緯度１,経度１,緯度２,経度２,緯度３,経度３,緯度４,経度４,緯度５,経度５,緯度６,経度６,連絡先,連絡先詳細,入出庫可能時間,休業日,収容台数,一時利用/定期利用の別,一時利用部分の有料/無料の別,定期利用部分の有料/無料の別,ジャンル１,ジャンル２,備考,情報提供元
40014,狛江市,オダクル和泉多摩川東口,東京都狛江市東和泉4-2,35.62748,139.5738,,,,,,,,,,,03-3488-7181,,24時間,なし,23台,一時利用のみ,有料,,駐輪場,自転車駐車場,提供する駐輪場の情報が正確なものとなるように努めておりますが、利用者がこの駐輪場の情報を用いて行う行為について、責任は負えませんので、あらかじめご了承ください。,東京都・狛江市
40015,狛江市,狛江駅南口第2自転車駐車場,東京都狛江市東和泉1-20,35.63168,139.5774,,,,,,,,,,,0120-3566-21,,24時間,なし,34台,一時利用のみ,一定時間無料、その後有料,,駐輪場,自転車駐車場,提供する駐輪場の情報が正確なものとなるように努めておりますが、利用者がこの駐輪場の情報を用いて行う行為について、責任は負えませんので、あらかじめご了承ください。,東京都・狛江市
40016,狛江市,東都サイクルパーク狛江駅前,東京都狛江市東和泉1-14,35.6327584,139.57829,,,,,,,,,,,0120-787-825,,24時間,なし,134台,一時利用のみ,有料,,駐輪場,自転車駐車場,提供する駐輪場の情報が正確なものとなるように努めておりますが、利用者がこの駐輪場の情報を用いて行う行為について、責任は負えませんので、あらかじめご了承ください。,東京都・狛江市
41001,東大和市,西武スマイルパーク東大和市駅前第3,東京都東大和市向原6-1414-5他,35.73338,139.435628,,,,,,,,,,,0120-3566-21,電話応対可能時間：24時間応対,24時間,なし,121台,一時利用のみ,有料,,駐輪場,自転車駐車場,提供する駐輪場の情報が正確なものとなるように努めておりますが、利用者がこの駐輪場の情報を用いて行う行為について、責任は負えませんので、あらかじめご了承ください。,東京都・東大和市
41002,東大和市,西武スマイルパーク東大和市駅前第4,東京都東大和市向原6-1245-37他,35.733495,139.436038,,,,,,,,,,,0120-3566-21,電話応対可能時間：24時間応対,24時間,なし,202台,一時利用のみ,有料,,駐輪場,自転車駐車場,提供する駐輪場の情報が正確なものとなるように努めておりますが、利用者がこの駐輪場の情報を用いて行う行為について、責任は負えませんので、あらかじめご了承ください。,東京都・東大和市
41004,東大和市,西武鉄道東大和市駅駐輪場,東京都東大和市桜が丘1-1415-1,35.73361,139.4363,,,,,,,,,,,042-565-4794,電話応対可能時間：【平日・土日祝】７時から21時まで,24時間,なし,1383台,一時利用と定期利用の併設,有料,有料,駐輪場,自転車駐車場,提供する駐輪場の情報が正確なものとなるように努めておりますが、利用者がこの駐輪場の情報を用いて行う行為について、責任は負えませんので、あらかじめご了承ください。,東京都・東大和市
41005,東大和市,西武スマイルパーク東大和市駅前第１,東京都東大和市桜が丘1-1330-19,35.7331472,139.434646,,,,,,,,,,,0120-712-389,電話応対可能時間：24時間応対,24時間,なし,615台,一時利用のみ,有料,,駐輪場,自転車駐車場,提供する駐輪場の情報が正確なものとなるように努めておりますが、利用者がこの駐輪場の情報を用いて行う行為について、責任は負えませんので、あらかじめご了承ください。,東京都・東大和市
41006,東大和市,西武スマイルパークBIGBOX東大和,東京都東大和市桜が丘1-1330-19,35.733848,139.433384,,,,,,,,,,,0120-712-389,電話応対可能時間：24時間応対,24時間,なし,406台,一時利用のみ,一定時間無料、その後有料,,駐輪場,自転車駐車場,提供する駐輪場の情報が正確なものとなるように努めておりますが、利用者がこの駐輪場の情報を用いて行う行為について、責任は負えませんので、あらかじめご了承ください。,東京都・東大和市
41007,東大和市,玉川上水駅第１公共自転車等駐車場,東京都東大和市桜が丘3-44-19,35.734107,139.417606,,,,,,,,,,,042-562-6611,電話応対可能時間：【平日】6時30分から20時まで【土日祝】8時から16時まで,24時間,なし,449台,一時利用と定期利用の併設,有料,有料,駐輪場,自転車駐車場,提供する駐輪場の情報が正確なものとなるように努めておりますが、利用者がこの駐輪場の情報を用いて行う行為について、責任は負えませんので、あらかじめご了承ください。,東京都・東大和市
41008,東大和市,玉川上水駅第2公共自転車等駐車場,東京都東大和市桜が丘3-44-23,35.731971,139.419417,,,,,,,,,,,042-562-6611,電話応対可能時間：【平日】6時30分から20時まで【土日祝】8時から16時まで,24時間,なし,425台,定期利用のみ,,有料,駐輪場,自転車駐車場,提供する駐輪場の情報が正確なものとなるように努めておりますが、利用者がこの駐輪場の情報を用いて行う行為について、責任は負えませんので、あらかじめご了承ください。,東京都・東大和市
41009,東大和市,玉川上水駅第3公共自転車等駐車場,東京都東大和市桜が丘3-44-20,35.734793,139.417625,,,,,,,,,,,042-562-6611,電話応対可能時間：【平日】6時30分から20時まで【土日祝】8時から16時まで,24時間,なし,44台,定期利用のみ,,有料,駐輪場,自転車駐車場,提供する駐輪場の情報が正確なものとなるように努めておりますが、利用者がこの駐輪場の情報を用いて行う行為について、責任は負えませんので、あらかじめご了承ください。,東京都・東大和市
41010,東大和市,玉川上水駅第4公共自転車等駐車場,東京都東大和市桜が丘3-44-36,35.732326,139.417832,,,,,,,,,,,042-562-6611,電話応対可能時間：【平日】6時30分から20時まで【土日祝】8時から16時まで,24時間,なし,491台,定期利用のみ,,有料,駐輪場,自転車駐車場,提供する駐輪場の情報が正確なものとなるように努めておりますが、利用者がこの駐輪場の情報を用いて行う行為について、責任は負えませんので、あらかじめご了承ください。,東京都・東大和市
41011,東大和市,西武スマイルパーク武蔵大和駅前,東京都東大和市清水2-806-2,35.75578,139.44439,,,,,,,,,,,0120-3566-21,電話応対可能時間：24時間応対,24時間,なし,621台,一時利用のみ,有料,,駐輪場,自転車駐車場,提供する駐輪場の情報が正確なものとなるように努めておりますが、利用者がこの駐輪場の情報を用いて行う行為について、責任は負えませんので、あらかじめご了承ください。,東京都・東大和市
41012,東大和市,武蔵大和駅第1公共自転車等駐車場,東京都東大和市清水2-801-3,35.755239,139.44408,,,,,,,,,,,042-563-0310,電話応対可能時間：【平日】6時30分から10時30分まで・17時から20時まで【土日祝】毎月21日以降の土日祝のみ対応8時から16時まで,24時間,なし,226台,定期利用のみ,,有料,駐輪場,自転車駐車場,提供する駐輪場の情報が正確なものとなるように努めておりますが、利用者がこの駐輪場の情報を用いて行う行為について、責任は負えませんので、あらかじめご了承ください。,東京都・東大和市
41013,東大和市,武蔵大和駅第2公共自転車等駐車場,東京都東大和市清水1-748-2,35.755857,139.443905,,,,,,,,,,,042-563-0310,電話応対可能時間：【平日】6時30分から10時30分まで・17時から20時まで【土日祝】毎月21日以降の土日祝のみ対応8時から16時まで,24時間,なし,395台,定期利用のみ,,有料,駐輪場,自転車駐車場,提供する駐輪場の情報が正確なものとなるように努めておりますが、利用者がこの駐輪場の情報を用いて行う行為について、責任は負えませんので、あらかじめご了承ください。,東京都・東大和市
41014,東大和市,上北台駅第5公共自転車等駐車場,東京都東大和市上北台1-2-4,35.74651,139.415305,,,,,,,,,,,042-567-5075,電話応対可能時間：【平日】6時30分から20時まで【土日祝】8時から16時まで,24時間,なし,103台,一時利用のみ,有料,,駐輪場,自転車駐車場,提供する駐輪場の情報が正確なものとなるように努めておりますが、利用者がこの駐輪場の情報を用いて行う行為について、責任は負えませんので、あらかじめご了承ください。,東京都・東大和市
41015,東大和市,上北台駅第1公共自転車等駐車場,東京都東大和市上北台1-5-1,35.746031,139.415943,,,,,,,,,,,042-567-5075,電話応対可能時間：【平日】6時30分から20時まで【土日祝】8時から16時まで,24時間,なし,54台,定期利用のみ,,有料,駐輪場,自転車駐車場,提供する駐輪場の情報が正確なものとなるように努めておりますが、利用者がこの駐輪場の情報を用いて行う行為について、責任は負えませんので、あらかじめご了承ください。,東京都・東大和市
